"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
457812,4,,4,,89,,4,,90,,2,,78,,4,,93,,85,,193,,27,,
457815,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457817,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457818,3,,3,,87,,3,,85,,3,,83,,2,,83,,77,,461,,23,,
457821,3,,4,,87,,3,,84,,2,,79,,1,,76,,70,,231,,20,,
457822,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457823,1,,1,,81,,1,,70,,1,,65,,1,,77,,67,,174,,16,,
457824,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457828,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457831,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457833,4,,5,,93,,4,,91,,2,,76,,4,,90,,86,,282,,36,,
457834,Not Available,9,Not Available,9,88,9,Not Available,9,90,9,Not Available,9,85,9,Not Available,9,100,9,77,9,5,9,56,9,9
457841,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457842,Not Available,11,Not Available,11,100,11,Not Available,11,99,11,Not Available,11,98,11,Not Available,11,100,11,100,11,11,11,38,11,11
457843,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457847,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457848,4,11,5,11,90,11,3,11,86,11,5,11,89,11,4,11,86,11,76,11,51,11,17,11,11
457849,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457852,4,,5,,91,,5,,92,,3,,82,,4,,91,,84,,142,,20,,
457854,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457855,3,,4,,90,,4,,88,,2,,79,,3,,85,,80,,404,,28,,
457858,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457860,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457861,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457862,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457864,5,,5,,95,,5,,94,,5,,92,,5,,94,,91,,89,,39,,
457865,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,69,9,Not Available,9,5,9,8,9,1,9,7,9,9
457869,Not Available,9,Not Available,9,67,9,Not Available,9,48,9,Not Available,9,22,9,Not Available,9,98,9,0,9,1,9,14,9,9
457871,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457872,Not Available,11,Not Available,11,69,11,Not Available,11,80,11,Not Available,11,75,11,Not Available,11,63,11,50,11,14,11,16,11,11
457873,4,11,5,11,93,11,4,11,88,11,4,11,84,11,3,11,80,11,75,11,48,11,19,11,11
457874,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457875,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457877,5,,5,,94,,5,,92,,4,,85,,5,,93,,90,,300,,34,,
457878,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457881,2,,3,,84,,2,,80,,2,,76,,2,,82,,68,,223,,25,,
457882,2,11,1,11,80,11,1,11,79,11,3,11,80,11,1,11,75,11,60,11,53,11,15,11,11
457884,5,,5,,93,,5,,95,,5,,89,,5,,94,,88,,108,,28,,
457888,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457890,Not Available,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,94,11,88,11,20,11,14,11,11
457891,Not Available,11,Not Available,11,87,11,Not Available,11,86,11,Not Available,11,74,11,Not Available,11,59,11,66,11,18,11,17,11,11
457892,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457893,5,,5,,92,,4,,89,,5,,88,,4,,90,,88,,264,,22,,
457894,4,11,2,11,88,11,3,11,81,11,5,11,91,11,4,11,89,11,79,11,41,11,19,11,11
457895,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457896,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457897,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,100,9,68,9,3,9,25,9,9
457898,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457899,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457901,2,,2,,81,,2,,78,,1,,68,,1,,73,,62,,171,,20,,
457903,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457905,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457907,2,,2,,83,,1,,75,,2,,79,,2,,80,,62,,94,,18,,
457910,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457911,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457912,Not Available,9,Not Available,9,4,9,Not Available,9,4,9,Not Available,9,4,9,Not Available,9,7,9,6,9,1,9,25,9,9
457913,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457915,Not Available,11,Not Available,11,94,11,Not Available,11,92,11,Not Available,11,95,11,Not Available,11,99,11,91,11,39,11,35,11,11
457918,Not Available,11,Not Available,11,86,11,Not Available,11,85,11,Not Available,11,69,11,Not Available,11,80,11,79,11,30,11,16,11,11
457921,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457922,4,,4,,90,,4,,89,,4,,85,,4,,87,,83,,201,,29,,
457924,5,,5,,95,,5,,94,,5,,90,,5,,96,,93,,75,,26,,
457926,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457928,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457933,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457934,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457937,Not Available,9,Not Available,9,72,9,Not Available,9,79,9,Not Available,9,99,9,Not Available,9,0,9,0,9,1,9,25,9,9
457946,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457947,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457948,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457949,2,11,2,11,81,11,2,11,78,11,2,11,75,11,1,11,76,11,72,11,43,11,26,11,11
457950,Not Available,11,Not Available,11,88,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,64,11,99,11,17,11,18,11,11
457951,5,,5,,91,,4,,90,,5,,90,,4,,88,,88,,176,,25,,
457952,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457953,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457954,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,56,9,Not Available,9,100,9,100,9,1,9,2,9,9
457955,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457956,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457957,Not Available,11,Not Available,11,87,11,Not Available,11,84,11,Not Available,11,81,11,Not Available,11,84,11,74,11,31,11,17,11,11
457958,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,80,11,Not Available,11,77,11,85,11,20,11,31,11,11
457959,Not Available,11,Not Available,11,88,11,Not Available,11,94,11,Not Available,11,90,11,Not Available,11,94,11,86,11,13,11,13,11,11
457960,Not Available,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,79,11,Not Available,11,87,11,88,11,18,11,27,11,11
457962,Not Available,11,Not Available,11,76,11,Not Available,11,69,11,Not Available,11,66,11,Not Available,11,71,11,61,11,22,11,11,11,11
457965,Not Available,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,82,11,Not Available,11,97,11,95,11,26,11,24,11,11
457967,Not Available,11,Not Available,11,87,11,Not Available,11,72,11,Not Available,11,64,11,Not Available,11,84,11,62,11,13,11,25,11,11
457968,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457969,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457970,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457971,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457973,Not Available,9,Not Available,9,83,9,Not Available,9,94,9,Not Available,9,100,9,Not Available,9,100,9,100,9,2,9,8,9,9
457975,Not Available,9,Not Available,9,98,9,Not Available,9,99,9,Not Available,9,99,9,Not Available,9,98,9,99,9,1,9,20,9,9
457977,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457978,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457980,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457981,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457983,4,,4,,90,,4,,88,,3,,80,,4,,88,,79,,88,,28,,
457984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457985,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457986,3,11,4,11,87,11,3,11,87,11,2,11,76,11,3,11,85,11,66,11,63,11,25,11,11
457987,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457988,Not Available,11,Not Available,11,90,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,85,11,77,11,21,11,18,11,11
457989,Not Available,11,Not Available,11,96,11,Not Available,11,89,11,Not Available,11,80,11,Not Available,11,89,11,83,11,25,11,23,11,11
457990,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457994,3,11,4,11,89,11,4,11,90,11,2,11,78,11,1,11,76,11,74,11,50,11,22,11,11
457995,1,,1,,81,,1,,77,,1,,71,,1,,76,,73,,99,,15,,
457996,3,,2,,81,,3,,85,,4,,84,,2,,76,,68,,75,,23,,
457997,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
457999,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458001,Not Available,9,Not Available,9,94,9,Not Available,9,85,9,Not Available,9,83,9,Not Available,9,64,9,89,9,7,9,16,9,9
458006,5,11,5,11,94,11,5,11,94,11,5,11,98,11,5,11,99,11,98,11,58,11,42,11,11
458025,Not Available,11,Not Available,11,98,11,Not Available,11,98,11,Not Available,11,92,11,Not Available,11,98,11,96,11,38,11,21,11,11
458032,Not Available,11,Not Available,11,90,11,Not Available,11,90,11,Not Available,11,85,11,Not Available,11,91,11,78,11,34,11,15,11,11
458041,4,,5,,91,,4,,91,,3,,82,,4,,90,,83,,208,,27,,
458056,4,,4,,89,,4,,88,,5,,88,,3,,84,,83,,102,,29,,
458060,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458072,3,,3,,87,,3,,83,,3,,81,,3,,83,,76,,366,,21,,
458091,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458093,2,,3,,88,,2,,83,,1,,68,,2,,86,,74,,77,,19,,
458098,Not Available,9,Not Available,9,79,9,Not Available,9,66,9,Not Available,9,43,9,Not Available,9,66,9,67,9,5,9,13,9,9
458099,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458112,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458125,4,,5,,92,,4,,89,,4,,86,,4,,91,,86,,192,,23,,
458129,Not Available,11,Not Available,11,84,11,Not Available,11,81,11,Not Available,11,91,11,Not Available,11,72,11,64,11,25,11,24,11,11
458134,5,,5,,92,,4,,92,,4,,86,,5,,93,,94,,83,,22,,
458141,4,,5,,92,,4,,90,,4,,86,,4,,89,,84,,263,,26,,
458148,3,,4,,89,,3,,85,,2,,79,,3,,84,,77,,110,,21,,
458154,Not Available,11,Not Available,11,84,11,Not Available,11,84,11,Not Available,11,84,11,Not Available,11,87,11,69,11,27,11,10,11,11
458160,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458178,2,,2,,83,,2,,78,,2,,74,,1,,77,,70,,274,,19,,
458191,Not Available,11,Not Available,11,89,11,Not Available,11,84,11,Not Available,11,76,11,Not Available,11,82,11,85,11,34,11,35,11,11
458193,4,,5,,91,,3,,86,,3,,83,,4,,91,,84,,125,,23,,
458194,4,,4,,91,,4,,88,,5,,90,,4,,89,,83,,170,,24,,
458238,3,,3,,86,,4,,89,,2,,78,,3,,82,,74,,70,,20,,
458244,4,,5,,91,,4,,88,,4,,86,,4,,88,,82,,145,,26,,
458261,3,,4,,87,,2,,79,,2,,77,,3,,87,,74,,77,,25,,
458277,Not Available,11,Not Available,11,84,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,83,11,83,11,16,11,41,11,11
458280,4,,4,,88,,3,,85,,5,,88,,3,,79,,86,,141,,28,,
458285,3,,3,,87,,3,,83,,2,,78,,2,,84,,77,,257,,25,,
458287,Not Available,9,Not Available,9,70,9,Not Available,9,60,9,Not Available,9,98,9,Not Available,9,90,9,88,9,1,9,14,9,9
458288,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458294,Not Available,11,Not Available,11,87,11,Not Available,11,83,11,Not Available,11,65,11,Not Available,11,77,11,68,11,23,11,11,11,11
458302,3,11,3,11,88,11,3,11,86,11,2,11,78,11,3,11,80,11,74,11,62,11,12,11,11
458306,4,,5,,92,,4,,88,,3,,83,,4,,92,,90,,135,,33,,
458314,4,,4,,90,,4,,90,,3,,80,,4,,87,,83,,174,,28,,
458324,Not Available,11,Not Available,11,97,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,89,11,90,11,31,11,35,11,11
458331,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458337,5,,5,,91,,5,,92,,5,,90,,5,,94,,91,,128,,27,,
458339,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458346,4,,4,,90,,4,,88,,4,,84,,3,,83,,84,,143,,21,,
458347,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458358,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458364,4,11,4,11,90,11,4,11,91,11,5,11,87,11,3,11,83,11,86,11,66,11,29,11,11
458371,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458380,Not Available,11,Not Available,11,94,11,Not Available,11,96,11,Not Available,11,99,11,Not Available,11,100,11,97,11,14,11,19,11,11
458393,Not Available,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,92,11,88,11,27,11,22,11,11
458396,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,100,9,100,9,1,9,25,9,9
458398,4,,4,,90,,4,,87,,4,,85,,3,,88,,80,,163,,23,,
458399,3,,3,,87,,3,,84,,3,,81,,2,,83,,79,,103,,21,,
458416,Not Available,9,Not Available,9,93,9,Not Available,9,92,9,Not Available,9,92,9,Not Available,9,85,9,93,9,9,9,16,9,9
458423,5,11,5,11,96,11,5,11,93,11,5,11,91,11,5,11,93,11,89,11,63,11,38,11,11
458428,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458433,4,,4,,89,,4,,90,,5,,90,,3,,88,,85,,157,,24,,
458441,Not Available,11,Not Available,11,94,11,Not Available,11,87,11,Not Available,11,89,11,Not Available,11,94,11,78,11,27,11,27,11,11
458444,3,,3,,86,,2,,83,,3,,83,,2,,81,,73,,620,,24,,
458447,Not Available,11,Not Available,11,78,11,Not Available,11,69,11,Not Available,11,74,11,Not Available,11,66,11,53,11,34,11,23,11,11
458452,Not Available,11,Not Available,11,76,11,Not Available,11,74,11,Not Available,11,81,11,Not Available,11,92,11,77,11,22,11,17,11,11
458453,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458486,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
458496,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459015,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459021,Not Available,11,Not Available,11,76,11,Not Available,11,80,11,Not Available,11,79,11,Not Available,11,58,11,71,11,13,11,14,11,11
459027,Not Available,11,Not Available,11,94,11,Not Available,11,91,11,Not Available,11,84,11,Not Available,11,78,11,78,11,39,11,23,11,11
459037,Not Available,11,Not Available,11,92,11,Not Available,11,93,11,Not Available,11,74,11,Not Available,11,99,11,88,11,20,11,18,11,11
459038,5,11,5,11,93,11,4,11,89,11,5,11,93,11,4,11,94,11,87,11,51,11,36,11,11
459047,Not Available,11,Not Available,11,96,11,Not Available,11,91,11,Not Available,11,84,11,Not Available,11,98,11,93,11,14,11,15,11,11
459049,Not Available,11,Not Available,11,91,11,Not Available,11,83,11,Not Available,11,94,11,Not Available,11,87,11,87,11,19,11,18,11,11
459050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459052,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459063,4,,4,,91,,4,,88,,5,,88,,4,,88,,81,,291,,30,,
459068,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459071,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459088,Not Available,11,Not Available,11,73,11,Not Available,11,70,11,Not Available,11,82,11,Not Available,11,72,11,71,11,12,11,26,11,11
459097,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459130,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459132,2,,3,,86,,2,,82,,1,,70,,3,,79,,73,,141,,40,,
459165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459167,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459172,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459196,3,,4,,88,,2,,82,,2,,77,,2,,75,,72,,95,,38,,
459199,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459200,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
459213,3,,4,,91,,3,,85,,2,,79,,4,,89,,81,,172,,31,,
